 ,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
624,624,dementia society of ottawa and renfrew county,russell road,Ottawa,on,K1G5Z6,,,,,No,,45.40374035,-75.63671562
625,625,dilico anishinabek family care,anemki place,Fort William 52,on,P7J1L6,,,,,No,,48.35423355,-89.26127296
626,626,dilico ojibway child and family services,anemki place,Fort William 52,on,P7J2L6,,,,,No,,48.35423355,-89.26127296
627,627,dixie bloor neighbourhood drop-in centre,dixie road,Mississauga,on,L4Y3V9,,,,,No,,43.62129377,-79.60303445
628,628,dixon hall,sumach street,Toronto,on,M5A3J7,,,,,No,,43.65624799,-79.35890658
629,629,do not use - inactive,jasper drive,Thunder Bay,on,P7B6R2,,,,,No,,48.41941576,-89.25413207
630,630,dokis first nation,main street,Dokis 9,on,P0M2N1,,,,,No,,46.129579,-80.032406
631,631,don mills fht,foxden road,Toronto,on,M3C2B2,,,,,No,,43.7286232,-79.34204848
632,632,dorothy ley hospice,sherway drive,Toronto,on,M9C1A6,,,,,No,,43.60806727,-79.55990744
633,633,dorval medical associates family health team,morden road,Oakville,on,L6K3W6,,,,,No,,43.44193983,-79.69414926
634,634,dr. bob kemp hospice,stone church road e,Hamilton,on,L9B1B1,,,,,No,,43.20834778,-79.8768475
635,635,dryden aboriginal women's resource centre,king street,Dryden,on,P8N2Z3,,,,,No,,49.784441,-92.840194
636,636,dryden regional health centre - css,goodall street,Dryden,on,P8N2Z6,,,,,No,,49.76956867,-92.8386484
637,637,dufferin area family health team,elizabeth street,Orangeville,on,L9W7N7,,,,,No,,43.9212788,-80.09932514
638,638,dufferin county community support services,centre street,Shelburne,on,L9V3R8,,,,,No,,44.07608582,-80.19971428
639,639,dundas community services,king street w,Hamilton,on,L9H6Z1,,,,,No,,43.26586919,-79.95406853
640,640,dundas county hospice,county road 31,South Dundas,on,K0C2H0,,,,,No,,44.9726845,-75.24174085
641,641,durham hospice,dundas street e,Whitby,on,L1N2K8,,,,,No,,43.88801015,-78.91036165
642,642,durham region health department,rossland road e,Whitby,on,L1N0B2,,,,,No,,43.89862715,-78.94031826
643,643,ear falls community health centre incorporated,spruce street,Ear Falls,on,P0V1T0,,,,,No,,50.63824344,-93.23724339
644,644,east gta family health team,ellesmere road,Toronto,on,M1R0B1,,,,,No,,43.76296761,-79.29523607
645,645,east wellington community services inc.,main street,Erin,on,N0B1T0,,,,,No,,43.76862927,-80.06141961
646,646,east wellington fht,thompson crescent,Erin,on,N0B1T0,,,,,No,,43.78179447,-80.07795862
647,647,east york meals on wheels,thorncliffe park drive,Toronto,on,M4H1H2,,,,,No,,43.7065469,-79.35157538
648,648,eastern ontario health unit,pitt street,Cornwall,on,K6J5T1,,,,,No,,45.02917463,-74.73640869
649,649,eastern ottawa community fht / équipe de santé familiale communautaire de l'est,saint joseph boulevard,Ottawa,on,K1E3W6,,,,,No,,45.48022467,-75.50899988
650,650,eastern ottawa resource centre,ogilvie road,Ottawa,on,K1J8M6,,,,,No,,45.4726308,-75.4956947
651,651,"eastholme, distric of parry sound (east) home for the aged - css",big bend avenue,Powassan,on,P0H1Z0,,,,,No,,46.0786957,-79.3588835
652,652,"eastholme, district of parry sound (east) home for the aged",big bend avenue,Powassan,on,P0H1Z0,,,,,No,,46.0786957,-79.3588835
653,653,eastview neighbourhood community centre,blake street,Toronto,on,M4J3C9,,,,,No,,43.67506329,-79.33978307
654,654,eganville & district senior citizens' needs association,bell street,Bonnechere Valley,on,K0J1T0,,,,,No,,45.53196021,-77.09591361
655,655,elliot lake family health team,nova scotia walk,Elliot Lake,on,P5A1Y9,,,,,No,,46.38582667,-82.64942541
656,656,elliot lake palliative care,spine road,Elliot Lake,on,P5A1X2,,,,,No,,46.38484207,-82.66092821
657,657,emery-keelesdale,eglinton avenue w,Toronto,on,M6M1T4,,,,,No,,43.69098659,-79.47236762
658,658,englehart and district family health team,fifth street,Englehart,on,P0J1H0,,,,,No,,47.82268675,-79.87926567
659,659,equipe de sante familiale academique montfort,montreal road,Ottawa,on,K1K0T1,,,,,No,,45.44476036,-75.63723032
660,660,erie st. clair lhin-home care,richmond street,Chatham-Kent,on,N7M5K4,,,,,No,,42.38576803,-82.20489826
661,661,erie st. clair local health integration network,riverview drive,Chatham-Kent,on,N7M5Z8,,,,,No,,42.39253523,-82.20998046
662,662,erie st. clair local health integration network (lhin op),riverview drive,Chatham-Kent,on,N7M5Z8,,,,,No,,42.39253523,-82.20998046
663,663,espanola & area family health team,mckinnon drive,Espanola,on,P5E1T2,,,,,No,,46.2500864,-81.78323771
664,664,essex community services,victoria avenue,Essex,on,N8M1M4,,,,,No,,42.17463046,-82.82524143
665,665,essex county,victoria avenue,Essex,on,N8M1M4,,,,,No,,42.17463046,-82.82524143
666,666,essex retirees social club,russell street,Essex,on,N8M1G3,,,,,No,,42.17301396,-82.82365463
667,667,etobicoke medical centre family health team,the east mall,Toronto,on,M9B3Z9,,,,,No,,43.64655638,-79.56056694
668,668,etobicoke service for seniors,lawrence avenue w,Toronto,on,M9P3W3,,,,,No,,43.69710409,-79.52690243
669,669,etobicoke service for seniors (toronto central lhin),lawrence avenue w,Toronto,on,M9P3W3,,,,,No,,43.69710409,-79.52690243
670,670,fairview lodge (the regional municipality of durham),rossland road e,Whitby,on,L1N6A3,,,,,No,,43.89862715,-78.94031826
671,671,faith place,william street w,Oshawa,on,L1G1J9,,,,,No,,43.89998245,-78.86653234
672,672,family counselling centre,modeland road,Sarnia,on,N7S6L2,,,,,No,,42.97647492,-82.34127865
673,673,family counselling service volunteers & information,george street n,Peterborough,on,K9H3S2,,,,,No,,44.31021695,-78.3203794
674,674,family first fht,innes road,Ottawa,on,L4A5E6,,,,,No,,45.45712527,-75.49522137
675,675,family service kent,adelaide street s,Chatham-Kent,on,N7M6K7,,,,,No,,42.40436573,-82.17965245
676,676,family services perth-huron,waterloo street s,Stratford,on,N5A4B4,,,,,No,,43.36884386,-80.98016086
677,677,family services windsor-essex,langlois avenue,Windsor,on,N8X4M5,,,,,No,,42.30016487,-83.0098548
678,678,fife house foundation,sherbourne street,Toronto,on,M4X1K9,,,,,No,,43.66765829,-79.37508638
679,679,finlandia village,fourth avenue,Greater Sudbury / Grand Sudbury,on,P3B4C3,,,,,No,,46.48424888,-80.92711026
680,680,flying post first nation,first street,Nipigon,on,P0T2J0,,,,,No,,49.010889,-88.263254
681,681,fort erie meals on wheels,idylewylde street,Fort Erie,on,L2A2L1,,,,,No,,42.91973368,-78.91242847
682,682,fort frances community clinic inc.,victoria avenue,Fort Frances,on,P9A2C1,,,,,No,,48.60819408,-93.39290826
683,683,fort william family health team inc.,golf links road,Thunder Bay,on,P7B0A1,,,,,No,,48.42360286,-89.27392277
684,684,fort william first nation,anemki place,Fort William 52,on,P7J1H9,,,,,No,,48.35463545,-89.26200206
685,685,forum italia community services - micba,forum drive,Mississauga,on,L4Z3M9,,,,,No,,43.61192657,-79.65063147
686,686,four counties brain injury association,charlotte street,Peterborough,on,K9J2T8,,,,,No,,44.30357875,-78.3203241
687,687,four counties health services,concession drive,Newbury,on,N0L1Z0,,,,,No,,42.6834332,-81.78922696
688,688,french river nurse practitioner-led clinic,delamere road,French River / Rivière des Français,on,P0M1A0,,,,,No,,46.10621734,-80.62617992
689,689,friuli terrace (friuli benevolent corp / friuli),friuli court,Vaughan,on,L4L8G8,,,,,No,,43.76625,-79.57303415
690,690,generations sport & spine physiotherapy — niagara falls,,Niagara Falls,on,L2G1J7,,,,,No,,NA,NA
691,691,generations sport & spine physiotherapy — welland,,Welland,on,L3C5A2,,,,,No,,NA,NA
692,692,georgian,georgian drive,Barrie,on,L4M3X9,,,,,No,,44.4116603,-79.66675384
693,693,georgian bay fht,erie street,Collingwood,on,L9Y4T3,,,,,No,,44.50108939,-80.20516252
694,694,georgina,high street,Georgina,on,,,,,,No,,44.304694,-79.361197
695,695,glanbrook community services,binbrook road,Hamilton,on,L0R1C0,,,,,No,,43.12915187,-79.83736468
696,696,glebe centre inc. (the),bank street,Ottawa,on,K1S5G6,,,,,No,,45.39876525,-75.68635693
697,697,glen-stor-dun lodge (city of cornwall),Montreal road,Cornwall,on,K6H7L1,,,,,No,,45.02603103,-74.68347497
698,698,glengarry,military road,South Glengarry,on,K0C1N0,,,,,No,,45.14418886,-74.50269842
699,699,glengarry inter-agency group inc.,ontario,Champlain,on,K0C1A0,,,,,No,,45.56101752,-74.63006139
700,700,golden agers - salvation army in canada (the governing council of the),14 street w,Owen Sound,on,N4K5P7,,,,,No,,44.57344577,-80.94993577
701,701,good companions seniors' center,albert street,Ottawa,on,K1R6L2,,,,,No,,45.41364475,-75.71017064
702,702,good shepherd centre hamilton (the),wentworth street s,Hamilton,on,L8N2Z1,,,,,No,,43.24748669,-79.8504159
703,703,good shepherd ministries,queen street e,Toronto,on,M5A1T3,,,,,No,,43.65615969,-79.36252578
704,704,governing council of salvation army - london village adult day program,dundas street e,London,on,N5W3B6,,,,,No,,42.99826238,-81.2030626
705,705,grace haven,van horne avenue,Dryden,on,P8N3B4,,,,,No,,49.78362787,-92.8355216
706,706,grand bend area community health centre inc.,main street e,Lambton Shores,on,N0M1T0,,,,,No,,43.30994901,-81.7502855
707,707,grand river community health centre,colborne street,Brantford,on,N3S3N2,,,,,No,,43.13882755,-80.25587592
708,708,grandview fht,hespeler road,Cambridge,on,N1R3H7,,,,,No,,43.38142249,-80.31935576
709,709,gravenhurst senior citizens club,first street n,Gravenhurst,on,P1P1B9,,,,,No,,44.9240139,-79.3740637
710,710,"gravenhurst senior citizens club inc.,",first street n,Gravenhurst,on,P1P1B9,,,,,No,,44.9240139,-79.3740637
711,711,great northern family health team,shepherdson road,Temiskaming Shores,on,P0J1P0,,,,,No,,47.49941201,-79.69553097
712,712,greater city of sudbury program for community living,kin drive,Greater Sudbury / Grand Sudbury,on,P3Y1N1,,,,,No,,46.43849906,-81.14574553
713,713,greenbelt family health team,fallowfield road,Ottawa,on,K2J4A7,,,,,No,,45.29303723,-75.74235664
714,714,greenstone family health team,hogarth avenue w,Greenstone,on,P0T1M0,,,,,No,,49.7233494,-86.95696565
715,715,grey bruce health unit,17 street e,Owen Sound,on,N4K0A5,,,,,No,,44.57653957,-80.94024697
716,716,grey bruce palliative care hospice association inc.,10 street e,Owen Sound,on,N4K6P7,,,,,No,,44.56819217,-80.94068617
717,717,"groupe action pour l'enfant, la famille et la communauté de prescott et russell",main street e,Hawkesbury,on,K6A1A5,,,,,No,,45.60991163,-74.60804929
718,718,grove arnprior & district nh - arnprior and district memorial hospital (css),ida street n,Arnprior,on,K7S3M7,,,,,No,,45.43909913,-76.36088256
719,719,grove park home for senior citizens,cook street,Barrie,on,L4M4H5,,,,,No,,44.4060207,-79.66946724
720,720,guelph fht,wyndham street n,Guelph,on,N1H7T8,,,,,No,,43.54602733,-80.24841155
721,721,guelph independent living,woodlawn road w,Guelph,on,N1H8J1,,,,,No,,43.55328942,-80.29533457
722,722,haileybury family health team,meridian avenue,Temiskaming Shores,on,P0J1K0,,,,,No,,47.438445,-79.63182464
723,723,haldimand fht,brookfield boulevard,Haldimand County,on,N1A2Y4,,,,,No,,42.95989873,-80.05228964
724,724,haldimand-norfolk community senior support services inc.,parkview road,Haldimand County,on,N0A1H0,,,,,No,,42.95869143,-80.04475583
725,725,haldimand-norfolk health unit,gilbertson drive,Norfolk County,on,N3Y4L1,,,,,No,,42.8480811,-80.30364261
726,726,haliburton highlands fht,gelert road,Dysart et al,on,K0M1S0,,,,,No,,45.03901766,-78.52815703
727,727,haliburton highlands health services,gelert road,Dysart et al,on,K0M1S0,,,,,No,,45.03824146,-78.52941943
728,728,"haliburton, kawartha, pine ridge district health unit",rose glen road,Port Hope,on,L1A3V6,,,,,No,,43.96823949,-78.28561196
729,729,halton cheshire homes incorporated - carey house,mainway drive,Burlington,on,L7M1A3,,,,,No,,43.35761511,-79.80927849
730,730,halton geriatric mental health outreach program - st. joseph's healthcare,charlton avenue,Hamilton,on,L8N4A6,,,,,No,,43.24835429,-79.8712476
731,731,halton healthcare services corporation,hospital gate,Oakville,on,L6M0L8,,,,,No,,43.45041353,-79.76475299
732,732,halton hills family health team,princess anne drive,Halton Hills,on,L7G4W4,,,,,No,,43.64477486,-79.93394806
733,733,halton region health department,fairview street,Burlington,on,L7N3L5,,,,,No,,43.35405261,-79.78458289
734,734,hamilton east kiwanis boys' and girls' club - adult day program,ellis avenue,Hamilton,on,L8H4L8,,,,,No,,43.24868989,-79.81072298
735,735,hamilton health sciences (css),main street w,Hamilton,on,L8S4J9,,,,,No,,43.25950349,-79.91747322
736,736,hamilton jewish home for the aged - shalom village,macklin street n,Hamilton,on,L8S3S1,,,,,No,,43.26411849,-79.89518251
737,737,hamilton networked family health team,george street,Hamilton,on,L8R2K8,,,,,No,,43.25750229,-79.87474961
738,738,hamilton niagara haldimand branch community care access centre (css),henry street,Brantford,on,N3S5C9,,,,,No,,43.15628086,-80.24140951
739,739,hamilton niagara haldimand brant local health integration network,main street e,Grimsby,on,L3M1P8,,,,,No,,43.1845707,-79.52728319
740,740,hamilton niagara haldimand brant local health integration network (lhin op),main street e,Grimsby,on,L3M1P8,,,,,No,,43.1845707,-79.52728319
741,741,hamilton public health services,king street w,Hamilton,on,L8P4S6,,,,,No,,43.25786669,-79.8711221
742,742,hanover family health team inc.,7 avenue,Hanover,on,N4N1N1,,,,,No,,44.14187529,-81.02931555
743,743,happy valley family health team inc.,maiden lane,St. Marys,on,N4X1B7,,,,,No,,43.25917413,-81.15198121
744,744,harbourview family health team,oliver road,Thunder Bay,on,P7B7A5,,,,,No,,48.42137156,-89.27180407
745,745,harmony hall centre- call a service inc,gower street,Toronto,on,M4B1E2,,,,,No,,43.7021584,-79.29886836
746,746,harrow health centre inc. family health team,erie road s,Essex,on,N0R1G0,,,,,No,,42.03085103,-82.92295145
747,747,hastings and prince edward counties health unit,north park street,Belleville,on,K8P4P1,,,,,No,,44.18671277,-77.39169699
748,748,hawkesbury and district general hospital (css),ghislain street,Hawkesbury,on,K6A3G5,,,,,No,,45.59950703,-74.60755899
749,749,hazel burns hospice,eglinton avenue w,Toronto,on,M6M1T4,,,,,No,,43.69098659,-79.47236762
750,750,health for all fht,church street,Markham,on,L6B0T1,,,,,No,,43.88472803,-79.23194586
751,751,health sciences north (css),ramsey lake road,Greater Sudbury / Grand Sudbury,on,P3E5J1,,,,,No,,46.46793268,-80.99662778
752,752,health zone,barberry court,London,on,N5Z3C4,,,,,No,,42.968175,-81.206594
753,753,hearthouse hospice inc.,matheson boulevard e,Mississauga,on,L4W4L6,,,,,No,,43.63071277,-79.64556487
754,754,helen zurbrigg non-profit homes inc.,appleblossom drive,Hamilton,on,L9C7P1,,,,,No,,43.21650318,-79.89718941
755,755,hellenic home for the aged inc.,winona drive,Toronto,on,M6G3Z7,,,,,No,,43.67565839,-79.4300414
756,756,"helping hands, orillia",west street s,Orillia,on,L3V7N6,,,,,No,,44.59464035,-79.40948818
757,757,henvey inlet first nation,pickerel river road,French River 13,on,P0G1J0,,,,,No,,45.97628652,-80.56271949
758,758,hesperus fellowship community of ontario,hesperus road,Vaughan,on,L4J0G9,,,,,No,,43.84396791,-79.46448243
759,759,hf connecting health,midland avenue,Toronto,on,M1V5E6,,,,,No,,43.80724932,-79.28926847
760,760,holland christian homes,mclaughlin road s,Brampton,on,L6Y5H8,,,,,No,,43.65401717,-79.7413989
761,761,home and community support services of grey-bruce,10 street e,Owen Sound,on,N4K6P7,,,,,No,,44.56819217,-80.94068617
762,762,home support services - morrisburg and district,lakeshore drive w,South Dundas,on,K0C1X0,,,,,No,,44.87651898,-75.22673964
763,763,homewood health centre,delhi st,Guelph,on,N1E6K9,,,,,No,,43.5573791,-80.2567498
764,764,hong fook mental health association (css),midland avenue,Toronto,on,M1V5E6,,,,,No,,43.80724932,-79.28926847
765,765,hopital montfort,montreal road,Ottawa,on,K1K0T2,,,,,No,,45.44597846,-75.63936652
766,766,hospice at may court (the),cameron avenue,Ottawa,on,K1S0X1,,,,,No,,45.39004145,-75.68318573
767,767,hospice care ottawa,cameron avenue,Ottawa,on,K1S0X1,,,,,No,,45.39004145,-75.68318573
768,768,hospice dufferin,centre street,Orangeville,on,L9W2X1,,,,,No,,43.9153785,-80.10451754
769,769,hospice georgian triangle,erie street,Collingwood,on,L9Y0X8,,,,,No,,44.50132959,-80.20234612
770,770,hospice huronia,jeffery street,Penetanguishene,on,L9M1K6,,,,,No,,44.76910765,-79.92962656
771,771,hospice kingston,barrie street,Kingston,on,K7L3J7,,,,,No,,44.22392201,-76.4906727
772,772,hospice lennox & addington,dundas street e,Greater Napanee,on,K7R1J1,,,,,No,,44.2404237,-76.9660337
773,773,hospice niagara,ontario street,St. Catharines,on,L2N1L5,,,,,No,,43.18351721,-79.26633031
774,774,hospice north hastings,hastings street n,Bancroft,on,K0L1C0,,,,,No,,45.0624262,-77.85599012
775,775,hospice northwest,carrie street,Thunder Bay,on,P7A4J4,,,,,No,,48.44135877,-89.24131667
776,776,hospice of waterloo region,lawrence avenue,Kitchener,on,N2M1Y4,,,,,No,,43.44149309,-80.51298162
777,777,hospice of windsor and essex county inc. (the),empress street,Windsor,on,N8T1B5,,,,,No,,42.31207858,-82.95423208
778,778,hospice orillia,memorial avenue,Orillia,on,L3V5X6,,,,,No,,44.59835715,-79.42356608
779,779,hospice palliative care ontario,carlton street,Toronto,on,M5B1J3,,,,,No,,43.66168609,-79.38275468
780,780,hospice peterborough,rubidge street,Peterborough,on,K9H4E4,,,,,No,,44.30688155,-78.3273481
781,781,hospice prince edward,downes avenue prince,Prince Edward County,on,K0K2T0,,,,,No,,44.00844395,-77.1520916
782,782,hospice simcoe,penetanguishene road,Barrie,on,L4M7C2,,,,,No,,44.4141375,-79.64634494
783,783,hospice toronto,eglinton avenue e,Toronto,on,M4P1G8,,,,,No,,43.70685039,-79.39598279
784,784,hospice wellington,scottsdale drive,Guelph,on,N1G3R8,,,,,No,,43.51061892,-80.22892404
785,785,hotel-dieu grace healthcare css,prince road,Windsor,on,N9C3Z4,,,,,No,,42.2848987,-83.063687
786,786,humber community seniors' services inc.,weston road,Toronto,on,M6M4P5,,,,,No,,43.68749609,-79.49003332
787,787,humber river family health team,finch avenue w,Toronto,on,M3J2G6,,,,,No,,43.7633868,-79.48950763
788,788,"huntsville meals on wheels inc.,",muskoka road 3,Huntsville,on,P1H1H7,,,,,No,,45.33901628,-79.20271148
789,789,huron community family health team,centennial drive huron e,Huron East,on,N0K1W0,,,,,No,,43.55055027,-81.38675221
790,790,huron county health unit,london road,Huron East,on,N0M1L0,,,,,No,,43.59819557,-81.53131266
791,791,huron hospice volunteer service,shipley street,Central Huron,on,N0M1L0,,,,,No,,43.62204508,-81.54256426
792,792,huron lodge community service board inc.,manitoba road,Elliot Lake,on,P5A3T1,,,,,No,,46.3847048,-82.646288
793,793,huron perth healthcare alliance stratford site - special services unit,john street s,Stratford,on,N5A2Y8,,,,,No,,43.36818816,-80.99715857
794,794,huronia,4 line n,Oro-Medonte,on,L0L2L0,,,,,No,,44.55648523,-79.65742825
795,795,hutton house association for adults with disabilities,wonderland road n,London,on,N6H3E5,,,,,No,,42.98299228,-81.29275553
796,796,hã´pital de mattawa hospital (mattawa fht),tucotte park road,Mattawa,on,P0H1V0,,,,,No,,46.3108571,-78.713252
797,797,ican-independence centre and network,brennan road,Greater Sudbury / Grand Sudbury,on,P3C1C4,,,,,No,,46.48088398,-81.01745719
798,798,independent living centre of waterloo region,victoria street s,Kitchener,on,N2G2B4,,,,,No,,43.4494997,-80.50073572
799,799,"independent living centre, kingston",concession street,Kingston,on,K7K2C1,,,,,No,,44.24071032,-76.50913121
800,800,independent living halton - joyce scott non-profit homes inc.,ontario street n,Milton,on,L9T2T9,,,,,No,,43.52382994,-79.88564223
801,801,independent living services of simcoe county and area,cedar pointe drive,Barrie,on,L4N5R7,,,,,No,,44.3821425,-79.71277816
802,802,india rainbow community services of peel,hurontario street,Mississauga,on,L5B3B9,,,,,No,,43.58101986,-79.61814785
803,803,indian rainbow community services of peel (central west lhin),hurontario street,Mississauga,on,L5B3B9,,,,,No,,43.58101986,-79.61814785
804,804,ingersoll,king street e,Ingersoll,on,N5C1G3,,,,,No,,43.03811541,-80.8816683
805,805,ingersoll services for seniors,ingersoll street,Ingersoll,on,N5C3K5,,,,,No,,43.02532,-80.89394331
806,806,inner city family health team (formerly seaton house),quuen street e,Toronto,on,M5C1R8,,,,,No,,43.65289989,-79.37610058
807,807,innisfil meals on wheels inc.,sandy cove,Innisfil,on,L9S1L8,,,,,No,,44.3536257,-79.5491625
808,808,ioof seniors homes inc.,brooks street,Barrie,on,L4N7X2,,,,,No,,44.3689595,-79.68674065
809,809,iroquois falls family health team,anson drive,Iroquois Falls,on,P0K1E0,,,,,No,,48.76906815,-80.68543285
810,810,islington centre - etobicoke senior citizens,dundas street w,Toronto,on,M9A1B7,,,,,No,,43.64762728,-79.53001033
811,811,ivan franko home (mississauga),winston churchill boulevard,Mississauga,on,L5L3J1,,,,,No,,43.52425545,-79.68407247
812,812,jane-finch family health team,york gate boulevard,Toronto,on,M3N3A1,,,,,No,,43.758747,-79.51881
813,813,jane/finch community and family centre - css,jane street,Toronto,on,M3N2K4,,,,,No,,43.7652176,-79.52008044
814,814,john gordon home (london regional aids hospice),pall mall street,London,on,N5Y2Z9,,,,,No,,42.99711068,-81.23650961
815,815,john noble centre day and stay program,mount pleasant street,Brantford,on,N3T1T5,,,,,No,,43.12596315,-80.27606552
816,816,joseph brant hospital - adult day service,northshore boulevard,Burlington,on,L7S1W7,,,,,No,,43.31703371,-79.80267739
817,817,"k-w seniors day program, incorporated",franklin street n,Kitchener,on,N2A1Y5,,,,,No,,43.440994,-80.4451854
818,818,k-w working centre for the unemployed,queen street s,Kitchener,on,N2V1V6,,,,,No,,43.449186,-80.490003
819,819,kapuskasing and area family health team,tucotte park road,Mattawa,on,P0H1V0,,,,,No,,46.311051,-78.713595
820,820,kashechewan first nation,wabusk street,Moosonee,on,P0L1S0,,,,,No,,51.29000711,-80.61581067
821,821,kawartha north family health team,colborne street,Kawartha Lakes,on,K0M1N0,,,,,No,,44.53732307,-78.73569846
822,822,kawartha participation projects,towerhill road,Peterborough,on,K9H7N3,,,,,No,,44.33352525,-78.32968141
823,823,keewaywin first nation,band office road,Cat Lake 63C,on,P0V3G0,,,,,No,,51.72089909,-91.81886147
824,824,kemptville and district home support inc.,sanders street,North Grenville,on,K0G1J0,,,,,No,,45.01839769,-75.64804449
825,825,kemptville district hospital - css,concession road,North Grenville,on,K0G1J0,,,,,No,,45.00988279,-75.64235679
826,826,kenora chiefs advisory inc.,chipman street,Kenora,on,P9N3X4,,,,,No,,49.7717933,-94.4906894
827,827,kiikeewanniikaan south west regional healing lodge (css),jubilee road,Munsee-Delaware Nation 1,on,N0L1Y0,,,,,No,,42.78604403,-81.46577876
828,828,kinark child and family services,armour rd,Peterborough,on,K9H7L7,,,,,No,,44.3071237,-78.3042051
829,829,kincardine family health team,queen street,Kincardine,on,N2Z3C1,,,,,No,,44.18624207,-81.62833595
830,830,king's daughters dinner wagon (the),allbert street,Ottawa,on,K1R6L2,,,,,No,,45.41364475,-75.71017064
831,831,kingston community health centres (css),weller avenue,Kingston,on,K7K2V4,,,,,No,,44.26276272,-76.4914353
832,832,kingston fht,princess street,Kingston,on,K7L1G1,,,,,No,,44.23949342,-76.50712271
833,833,kingston health sciences centre (css),bay street,Toronto,on,M5R2A5,,,,,No,,43.66999639,-79.38985879
834,834,"kingston, frontenac and lennox and addington health unit",portsmouth avenue,Kingston,on,K7M1V5,,,,,No,,44.22788231,-76.52521331
835,835,kirkland and district hospital - css,government road e,Kirkland Lake,on,P2N3P4,,,,,No,,48.15345549,-80.01468335
836,836,kirkland district family health team,water lane,Kirkland Lake,on,P2N3M6,,,,,No,,48.15149829,-80.03463446
837,837,kitchener-waterloo friendship group for seniors,weber street n,Waterloo,on,N2K4E7,,,,,No,,43.4858029,-80.52865543
838,838,kneaded care inc.,,Brantford,on,N3S7S3,,,,,No,,NA,NA
839,839,knollcrest lodge limited - css,william street,Perth East,on,N0K1M0,,,,,No,,43.5706561,-80.92082216
840,840,l'union culturelle des franco-ontariennes,rideau street,Ottawa,on,K1N5Z4,,,,,No,,45.43068626,-75.68049423
841,841,la salle manor,fairfax crescent,Toronto,on,M1L1Z7,,,,,No,,43.7155347,-79.2842102
842,842,lac des mille lacs first nation,memorial avenue,Thunder Bay,on,P7B4A3,,,,,No,,48.40425736,-89.24669336
843,843,lakehead nurse practitioner-led clinic,south archibald street,Thunder Bay,on,P7E1G6,,,,,No,,48.37969466,-89.25001426
844,844,lakelands family health team,highway 41,Addington Highlands,on,K0H2G0,,,,,No,,44.73835937,-77.16101956
845,845,lakeridge health css,champlain avenue,Oshawa,on,L1G8R2,,,,,No,,43.87402855,-78.88859885
846,846,lakeview family health team,main street,Brighton,on,K0K1H0,,,,,No,,44.04017743,-77.74704389
847,847,lambton elderly outreach,london line,Plympton-Wyoming,on,N0N1T0,,,,,No,,42.98009854,-82.11885909
848,848,lambton public health,exmouth street,Point Edward,on,N7T7Z6,,,,,No,,42.98622632,-82.40496907
849,849,land o'lakes community services corporation,airport road,Addington Highlands,on,K0H2G0,,,,,No,,44.73485927,-77.15766056
850,850,leamington and area fht,talbot street w,Leamington,on,N8H1N8,,,,,No,,42.05048285,-82.61517146
851,851,leamington mennonite home,pickwick drive,Leamington,on,N8H4X5,,,,,No,,42.04374165,-82.59059485
852,852,leamington mennonite home - css,pickwick drive,Leamington,on,N8H4X5,,,,,No,,42.04374165,-82.59059485
853,853,leeds & grenville community family health team,parkedale avenue,Brockville,on,K6V6B2,,,,,No,,44.60729181,-75.69309047
854,854,"leeds, grenville and lanark district health unit",laurier boulevard,Brockville,on,K6V7A3,,,,,No,,44.61633712,-75.70355047
855,855,lennox and addington county general hospital (css),richmond park drive,Greater Napanee,on,K7R2Z4,,,,,No,,44.2401592,-76.96698966
856,856,lennox and addington seniors outreach services,richmond park drive,Greater Napanee,on,K7R2Z5,,,,,No,,44.2416673,-76.9669265
857,857,les centres d'accueil heritage - centre des pionniers (ce lhin),hahn place,Toronto,on,M5A4G2,,,,,No,,43.64944139,-79.36253118
858,858,les centres d'accueil heritage- centre des pionniers,hahn place,Toronto,on,M5A4G2,,,,,No,,43.64944139,-79.36253118
859,859,lifemark health group — lifemark physiotherapy church street,,Markham,on,L6B1A1,,,,,No,,NA,NA
860,860,lifemark health group — lifemark physiotherapy fonthill,,,on,L0S1E6,,,,,No,,NA,NA
861,861,lifemark health group — lifemark physiotherapy main east&kenilworth,,Hamilton,on,L8K6M3,,,,,No,,NA,NA
862,862,lifemark health group — lifemark physiotherapy mohawk,,Hamilton,on,L9A2H6,,,,,No,,NA,NA
863,863,linda gaspich physiotherapy,,St. Catharines,on,L2R2P2,,,,,No,,NA,NA
864,864,links2care,bristol circle,Oakville,on,L6H0H2,,,,,No,,43.51086305,-79.67178966
865,865,listowel memorial hospital,elizabeth street e,North Perth,on,N4W2P5,,,,,No,,43.73336822,-80.94894479
866,866,loft community service (central lhin),toronto street,Toronto,on,M5C2E3,,,,,No,,43.65032438,-79.37590518
867,867,london family health team,beaverbrook avenue,London,on,N6H0G6,,,,,No,,42.99157728,-81.29416603
868,868,lovesick lake native women's association,albert street,Selwyn,on,K0L2H0,,,,,No,,44.4230619,-78.2715271
869,869,lower outaouais family health team,main street e,Hawkesbury,on,K6A1A3,,,,,No,,45.60939633,-74.61034769
870,870,loyalist fht,manitou crescent w,Loyalist,on,K7N1S3,,,,,No,,44.21909631,-76.64518225
871,871,lumacare services,wilson avenue,Toronto,on,M3H1V1,,,,,No,,43.7346967,-79.44516391
